Категория,Артикул,Название,Бренд,Цена,Ссылка,Размеры и наличие,Всего,Фото,Санкт-Петербург (Ярослава Гашека),Санкт-Петербург (Спортивная),Екатеринбург (Основной склад),Екатеринбург (Соболева),Екатеринбург (Парина),Екатеринбург (Бисертская),Екатеринбург (Елизаветинское шоссе),Тюмень (Народная),Уфа,Ижевск
Одежда,II3375-503,Лонгслив женский Nike Court Slam Long-Sleeve Cropped - Light Magenta/Black,Nike,9990 ₽,https://saletennis.com/catalog/product/longhsliv-zhienskii-nike-court-slam-long-sleeve-cropped-light-magenta-black-19256,M: Санкт-Петербург (Спортивная) - 1 шт | M: Ижевск - 1 шт,2.0,public/data/product_images/c8377fce2edb.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0
Одежда,GST76-4405,Майка детская 7/6 Polya Sleeveless T-shirt - Misty Blue,7/6,2490 ₽,https://saletennis.com/catalog/product/maika-dietskaia-7-6-polya-sleeveless-t-shirt-misty-blue-19401,XS: Уфа - 1 шт | XS: Санкт-Петербург (Ярослава Гашека) - 1 шт | XS: Ижевск - 1 шт | XS: Соболева - 1 шт | XS: Тюмень (Народная) - 2 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | S: Тюмень (Народная) - 2 шт | S: Уфа - 1 шт | S: Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 1 шт | S: Парина - 1 шт | S: Соболева - 1 шт | M: Уфа - 1 шт | M: Ижевск - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 2 шт | M: Парина - 1 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Уфа - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | L: Ижевск - 1 шт | L: Соболева - 1 шт | L: Парина - 1 шт | L: Основной склад Екатеринбург - 2 шт | L: Тюмень (Народная) - 2 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | XL: Ижевск - 1 шт | XL: Уфа - 1 шт | XL: Парина - 1 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Основной склад Екатеринбург - 1 шт,38.0,public/data/product_images/92aaf7beb4a2.webp,5.0,5.0,6,3.0,4.0,0.0,0,6.0,5.0,4.0
Одежда,GST76-1304,Майка детская 7/6 Polya Sleeveless T-shirt - Pearl,7/6,2490 ₽,https://saletennis.com/catalog/product/maika-dietskaia-7-6-polya-sleeveless-t-shirt-pearl-19402,XS: Парина - 1 шт | XS: Тюмень (Народная) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Соболева - 1 шт | S: Парина - 1 шт | S: Основной склад Екатеринбург - 1 шт | S: Тюмень (Народная) - 2 шт | S: Соболева - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Ижевск - 1 шт | M: Уфа - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 2 шт | M: Тюмень (Народная) - 2 шт | M: Ижевск - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Парина - 1 шт | M: Соболева - 1 шт | L: Уфа - 1 шт | L: Соболева - 1 шт | L: Ижевск - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | L: Парина - 1 шт | L: Основной склад Екатеринбург - 2 шт | L: Тюмень (Народная) - 2 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Парина - 1 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Основной склад Екатеринбург - 1 шт | XL: Соболева - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | XL: Уфа - 1 шт | XL: Ижевск - 1 шт,39.0,public/data/product_images/6096f9231feb.webp,4.0,5.0,6,5.0,5.0,0.0,0,7.0,3.0,4.0
Одежда,G1580023-DBLBL,Майка детская Bidi Badu Beach Spirit - Darkblue,Bidi Badu,1380 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-beach-spirit-darkblue-15759,152: Парина - 1 шт,1.0,public/data/product_images/2ff8cc1e58cc.webp,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Одежда,G1580024,Майка детская Bidi Badu Spike Chill - Lilac,Bidi Badu,1196 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-spike-chill-lilac-16418,152: Основной склад Екатеринбург - 1 шт | 152: Санкт-Петербург (Спортивная) - 1 шт | 152: Парина - 1 шт,3.0,public/data/product_images/a4a2c3a6075f.webp,0.0,1.0,1,0.0,1.0,0.0,0,0.0,0.0,0.0
Одежда,G1580028-LIPK,Майка детская Bidi Badu Spike - Lilac/Pink,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-spike-lilac-pink-16417,152: Парина - 1 шт | 152: Основной склад Екатеринбург - 1 шт | 164: Основной склад Екатеринбург - 2 шт | 164: Санкт-Петербург (Спортивная) - 1 шт | 164: Парина - 1 шт,6.0,public/data/product_images/383085f4290e.webp,0.0,1.0,3,0.0,2.0,0.0,0,0.0,0.0,0.0
Одежда,G1580027-DBLMX,Майка детская Bidi Badu Twiggy - Blue/Mixed,Bidi Badu,1796 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-twiggy-blue-mixed-16426,152: Санкт-Петербург (Спортивная) - 1 шт | 152: Основной склад Екатеринбург - 1 шт | 164: Парина - 1 шт | 164: Основной склад Екатеринбург - 2 шт | 164: Санкт-Петербург (Спортивная) - 1 шт,6.0,public/data/product_images/f7c53c9b8760.webp,0.0,2.0,3,0.0,1.0,0.0,0,0.0,0.0,0.0
Одежда,G1580023-TW,Майка детская Bidi Badu Twiggy Chill - Blue/Mixed,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-twiggy-chill-blue-mixed-16427,128: Основной склад Екатеринбург - 1 шт | 152: Санкт-Петербург (Спортивная) - 1 шт | 152: Основной склад Екатеринбург - 1 шт | 164: Парина - 1 шт | 164: Основной склад Екатеринбург - 1 шт,5.0,public/data/product_images/51a2ae48d6f2.webp,0.0,1.0,3,0.0,1.0,0.0,0,0.0,0.0,0.0
Одежда,G1580025,Майка детская Bidi Badu Wild Arts - White/Mixed,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-wild-arts-white-mixed-16014,152: Основной склад Екатеринбург - 1 шт | 164: Основной склад Екатеринбург - 1 шт,2.0,public/data/product_images/9274ed7b47d1.webp,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,G1580031,Майка для девочки Bidi Badu Kaleido - White/Mixed,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/maika-dlia-dievochki-bidi-badu-kaleido-white-mixed-17251,164: Уфа - 1 шт | 164: Санкт-Петербург (Спортивная) - 1 шт,2.0,public/data/product_images/0eaa8a89b496.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0
Одежда,G2580030,Майка для девочки Bidi Badu Spectrum - Dark Blue/Blue/Aqua,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/maika-dlia-dievochki-bidi-badu-spectrum-dark-blue-blue-aqua-17536,152: Санкт-Петербург (Спортивная) - 1 шт | 152: Основной склад Екатеринбург - 1 шт | 164: Санкт-Петербург (Спортивная) - 1 шт | 164: Уфа - 1 шт | 164: Основной склад Екатеринбург - 2 шт,6.0,public/data/product_images/3055e8c26cc2.webp,0.0,2.0,3,0.0,0.0,0.0,0,0.0,1.0,0.0
Одежда,IB1052-307,Майка мужская Nike Court Slam Tennis Tank - Mean Green/Black,Nike,8792 ₽,https://saletennis.com/catalog/product/maika-muzhskaia-nike-court-slam-tennis-tank-mean-green-black-18857,L: Ижевск - 1 шт | XXL: Соболева - 1 шт,2.0,public/data/product_images/9f24f37d31e1.webp,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,1.0
Одежда,IF1199-133,Майка мужская Nike Court Slam Tennis Tank - Sail/Mean Green/Black,Nike,12392 ₽,https://saletennis.com/catalog/product/maika-muzhskaia-nike-court-slam-tennis-tank-sail-mean-green-black-19029,M: Ижевск - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | L: Бисертская - 1 шт | L: Ижевск - 1 шт,5.0,public/data/product_images/650d39c7456f.webp,0.0,2.0,0,0.0,0.0,1.0,0,0.0,0.0,2.0
Одежда,ST76-0119,Майка женская 7/6 Leya Sleeveless T-shirt - Bough,7/6,290 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-7-6-leya-sleeveless-t-shirt-bough-14303,XXS: Основной склад Екатеринбург - 2 шт,2.0,public/data/product_images/0aac96fd7f66.webp,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,WP334006211,Майка женская Bidi Badu Amrei Tech - Green/Dark Blue,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-amrei-tech-green-dark-blue-14352,XS: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/23f359417323.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580023-DBLBL,Майка женская Bidi Badu Beach Spirit - Darkblue,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-beach-spirit-darkblue-15730,XS: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/6dfdfca6bb0b.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W2580023-NYWAQ,Майка женская Bidi Badu Beach Spirit - Neon Yellow,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-beach-spirit-neon-yellow-15731,XS: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт,3.0,public/data/product_images/177bb760885e.webp,0.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580001,Майка женская Bidi Badu Colortwist - Pink/Navy,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-colortwist-pink-navy-15261,S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 1 шт,2.0,public/data/product_images/b20f25beee6c.webp,0.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580001-DBLMX,Майка женская Bidi Badu Grafic Illumination - Navy/Multicolor,Bidi Badu,2490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-grafic-illumination-navy-multicolor-15264,S: Основной склад Екатеринбург - 2 шт,2.0,public/data/product_images/e6017fea839f.webp,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580031,Майка женская Bidi Badu Kaleido - White/Mixed,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-kaleido-white-mixed-17224,XS: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/56e1acd4aafc.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580033,Майка женская Bidi Badu Melbourne - Orange/Turquoise,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-melbourne-orange-turquoise-17225,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт,6.0,public/data/product_images/70cd7af6a2ac.webp,0.0,3.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580026-DBLRD,Майка женская Bidi Badu New York 2024 - Blue/Red,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-new-york-2024-blue-red-16441,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 3 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт,8.0,public/data/product_images/f1fbaa20387f.webp,0.0,3.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580001-PL,Майка женская Bidi Badu Protected Leafs - Black/White,Bidi Badu,2490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-protected-leafs-black-white-15265,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт,2.0,public/data/product_images/618a6a240eff.webp,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580029,Майка женская Bidi Badu Spectrum - Light Brown/Coral/Yellow,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spectrum-light-brown-coral-yellow-17539,XS: Основной склад Екатеринбург - 2 шт | S: Основной склад Екатеринбург - 3 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 2 шт,8.0,public/data/product_images/da2fa5f6ceaa.webp,0.0,1.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W2580030,Майка женская Bidi Badu Spectrum - Turquoise/Dark Blue,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spectrum-turquoise-dark-blue-17540,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт,5.0,public/data/product_images/ce213220b44b.webp,0.0,2.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580024-SP,Майка женская Bidi Badu Spike Chill - Lilac,Bidi Badu,990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spike-chill-lilac-16402,M: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/e74098a917dc.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580028,Майка женская Bidi Badu Spike - Lilac/Pink,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spike-lilac-pink-16366,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 2 шт | M: Санкт-Петербург (Спортивная) - 1 шт,7.0,public/data/product_images/96015d8e6ed9.webp,0.0,3.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W2580028,Майка женская Bidi Badu Spike - Navy/Pink,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spike-navy-pink-16367,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Санкт-Петербург (Спортивная) - 2 шт | M: Основной склад Екатеринбург - 1 шт,6.0,public/data/product_images/2be34885d5d7.webp,0.0,3.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W1580027-DBLMX,Майка женская Bidi Badu Twiggy - Blue/Mixed,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-twiggy-blue-mixed-16443,XS: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 4 шт | M: Санкт-Петербург (Спортивная) - 1 шт,6.0,public/data/product_images/61415c783ea6.webp,0.0,2.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,G1580023-TW,Майка женская Bidi Badu Twiggy Chill - Blue/Mixed,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-twiggy-chill-blue-mixed-16444,XS: Основной склад Екатеринбург - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 2 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 2 шт,7.0,public/data/product_images/25fe608b9d6f.webp,0.0,2.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,W334129222,Майка женская Bidi Badu Yaka Tech - Navy/Turquoise,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-yaka-tech-navy-turquoise-13931,XS: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/2b17e8c4f7ef.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,DR10217917460013,Майка женская Diadora Core Tank - Navy/White/Blue Sky,Diadora,2990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-diadora-core-tank-navy-white-blue-sky-14936,XS: Основной склад Екатеринбург - 2 шт | S: Основной склад Екатеринбург - 2 шт,4.0,public/data/product_images/036a32939fab.webp,0.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,DR102179174C0013,Майка женская Diadora Core Tank - White,Diadora,990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-diadora-core-tank-white-15162,XS: Тюмень (Народная) - 1 шт,1.0,public/data/product_images/eb347c987600.webp,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0
Одежда,DR102179115C0013,Майка женская Diadora L. Tank Icon - White,Diadora,2990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-diadora-l-tank-icon-white-15317,XS: Основной склад Екатеринбург - 1 шт,1.0,public/data/product_images/9719d63f80fc.webp,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAB20267,Майка женская Mizuno Charge Printed Tank - Purple Magic,Mizuno,2490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-charge-printed-tank-purple-magic-16333,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 1 шт,2.0,public/data/product_images/4a383b3ae8a1.webp,0.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC701-22,Майка женская Mizuno Daybreakers Printed - Icelandic Blue,Mizuno,3143 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-daybreakers-printed-icelandic-blue-18412,XS: Соболева - 1 шт | S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 2 шт,4.0,public/data/product_images/5007ad84e985.webp,0.0,0.0,3,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC701-71,Майка женская Mizuno Daybreakers Printed - White/Icelandic Blue,Mizuno,3143 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-daybreakers-printed-white-icelandic-blue-18413,XS: Основной склад Екатеринбург - 1 шт | M: Соболева - 1 шт,2.0,public/data/product_images/11a90ee49b71.webp,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC20230,Майка женская Mizuno Frontier Tank - Bay,Mizuno,2933 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-frontier-tank-bay-18193,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 2 шт | L: Основной склад Екатеринбург - 1 шт,5.0,public/data/product_images/f473ecc890c8.webp,0.0,0.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC20214,Майка женская Mizuno Frontier Tank - Bellwether Blue,Mizuno,2933 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-frontier-tank-bellwether-blue-18194,XS: Основной склад Екатеринбург - 1 шт | XS: Соболева - 1 шт | S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 2 шт,5.0,public/data/product_images/c5b57c03b381.webp,0.0,0.0,4,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC20213,Майка женская Mizuno Frontier Tank - Midnight Navy,Mizuno,2933 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-frontier-tank-midnight-navy-18195,XS: Основной склад Екатеринбург - 2 шт | S: Основной склад Екатеринбург - 4 шт,6.0,public/data/product_images/390b8a658817.webp,0.0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAC202W01,Майка женская Mizuno Frontier Tank - White/Bay,Mizuno,2933 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-frontier-tank-white-bay-18196,XS: Соболева - 1 шт,1.0,public/data/product_images/cdcb625749e5.webp,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAB701-67,Майка женская Mizuno Mugen Printed Tank - Crocus Petal,Mizuno,3490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-mugen-printed-tank-crocus-petal-17459,XS: Основной склад Екатеринбург - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 2 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Соболева - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт,7.0,public/data/product_images/1631735e944b.webp,0.0,3.0,3,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAB701-24,Майка женская Mizuno Mugen Printed Tank - Mgen Blue,Mizuno,3490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-mugen-printed-tank-mgen-blue-17460,XS: Санкт-Петербург (Спортивная) - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Соболева - 1 шт,5.0,public/data/product_images/90b2ac9785c7.webp,0.0,3.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAB701-41,Майка женская Mizuno Mugen Printed Tank - Neo Lime,Mizuno,3490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-mugen-printed-tank-neo-lime-17461,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 2 шт,3.0,public/data/product_images/565b3b8eac55.webp,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAB701-01,Майка женская Mizuno Mugen Printed Tank - White,Mizuno,3490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-mugen-printed-tank-white-17434,XS: Соболева - 1 шт | M: Основной склад Екатеринбург - 1 шт,2.0,public/data/product_images/c6fa34609841.webp,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,62GAA20262,Майка женская Mizuno Printed Tank - Cabernet,Mizuno,2990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-printed-tank-cabernet-14587,S: Основной склад Екатеринбург - 1 шт | S: Ижевск - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт,3.0,public/data/product_images/98d38da27511.webp,0.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,1.0
Одежда,NT76-4104,Майка женская Nata Sleeveless T-shirt - Antarctica,7/6,3493 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-antarctica-18586,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Уфа - 1 шт | XS: Тюмень (Народная) - 1 шт | XS: Елизаветенское шоссе - 1 шт | XS: Соболева - 1 шт | M: Соболева - 1 шт | M: Елизаветенское шоссе - 2 шт | M: Бисертская - 1 шт | M: Тюмень (Народная) - 1 шт | M: Уфа - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,12.0,public/data/product_images/6d0e39aad493.webp,0.0,2.0,0,2.0,0.0,1.0,3,2.0,2.0,0.0
Одежда,NT76-4109,Майка женская Nata Sleeveless T-shirt - Arona,7/6,3493 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-arona-18587,XS: Соболева - 1 шт | XS: Бисертская - 1 шт | XS: Парина - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Уфа - 1 шт | S: Парина - 1 шт | S: Елизаветенское шоссе - 1 шт | S: Бисертская - 1 шт | S: Тюмень (Народная) - 1 шт | M: Бисертская - 2 шт | L: Ижевск - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,13.0,public/data/product_images/fbbd221a470d.webp,0.0,2.0,0,1.0,2.0,4.0,1,1.0,1.0,1.0
Одежда,NT76-1265,Майка женская Nata Sleeveless T-shirt - Bright Pink,7/6,1995 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-bright-pink-17900,XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 5 шт | S: Основной склад Екатеринбург - 3 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,12.0,public/data/product_images/3a91645911e6.webp,0.0,4.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0
Одежда,NT76-0205,Майка женская Nata Sleeveless T-shirt - Cream,7/6,1995 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-cream-17901,XXS: Санкт-Петербург (Спортивная) - 1 шт | XXS: Основной склад Екатеринбург - 3 шт | XS: Основной склад Екатеринбург - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Тюмень (Народная) - 1 шт | M: Основной склад Екатеринбург - 2 шт | M: Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,14.0,public/data/product_images/fa188ea5e5bb.webp,0.0,5.0,7,0.0,0.0,0.0,0,2.0,0.0,0.0
Одежда,NT76-4718,Майка женская Nata Sleeveless T-shirt - Hydro,7/6,4990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-hydro-19284,XXS: Санкт-Петербург (Ярослава Гашека) - 1 шт | XXS: Санкт-Петербург (Спортивная) - 1 шт | XXS: Тюмень (Народная) - 1 шт | XS: Соболева - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | XS: Елизаветенское шоссе - 1 шт | XS: Парина - 1 шт | XS: Тюмень (Народная) - 1 шт | XS: Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Елизаветенское шоссе - 2 шт | S: Бисертская - 1 шт | S: Ижевск - 1 шт | S: Соболева - 2 шт | S: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 3 шт | S: Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Уфа - 1 шт | S: Парина - 2 шт | M: Соболева - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Бисертская - 1 шт | M: Тюмень (Народная) - 1 шт | M: Основной склад Екатеринбург - 2 шт | M: Ижевск - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | M: Парина - 1 шт | M: Уфа - 1 шт | M: Елизаветенское шоссе - 1 шт | L: Соболева - 1 шт | L: Парина - 1 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,39.0,public/data/product_images/a1def3c7ff83.webp,5.0,6.0,5,5.0,5.0,2.0,4,3.0,2.0,2.0
