Категория,Артикул,Название,Бренд,Цена,Ссылка,Размеры и наличие,Всего,Фото,Санкт-Петербург (Ярослава Гашека),Санкт-Петербург (Спортивная),Екатеринбург (Основной склад),Екатеринбург (Соболева),Екатеринбург (Парина),Екатеринбург (Бисертская),Екатеринбург (Елизаветинское шоссе),Тюмень (Народная),Уфа,Ижевск
Одежда,IB1016-511,Футболка мужская Nike Court Advantage Slam - Violet Mist/Bright Violet/Black,Nike,11490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-advantage-slam-violet-mist-bright-violet-black-19241/,M: Соболева - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Ижевск - 1 шт | XL: Соболева - 1 шт,5,data\product_images\5b3d4af1c83e.jpg,0,1,0,2,1,0,0,0,0,1
Одежда,WP76-BK,Спортивные штаны женские 7/6 Woman Pants - Black,7/6,3990 ₽,https://saletennis.com/catalog/product/sportivnyie-shtany-zhienskiie-7-6-woman-pants-black-15249/,XS: Парина - 1 шт | Ижевск - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | S: Основной склад Екатеринбург - 2 шт | Уфа - 1 шт | Парина - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт | M: Парина - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 3 шт | Соболева - 1 шт | Тюмень (Народная) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт | Бисертская - 1 шт | Уфа - 1 шт,26,data\product_images\104fe6ce064b.png,0,5,2,4,3,2,0,3,3,4
Одежда,MJ76-BK,Ветровка мужская 7/6 Man Jacket - Black,7/6,5592 ₽,https://saletennis.com/catalog/product/vietrovka-muzhskaia-7-6-man-jacket-black-17274/,S: Соболева - 1 шт | Ижевск - 1 шт | M: Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 1 шт | L: Ижевск - 1 шт,5,data\product_images\9d058078d7c9.png,0,0,1,1,0,0,0,1,0,2
Одежда,LS76-4718,Лонгслив мужской 7/6 Tony Longsleeve 2.0 - Hydro,7/6,5990 ₽,https://saletennis.com/catalog/product/longhsliv-muzhskoi-7-6-tony-longsleeve-2-0-hydro-19378/,S: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Соболева - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Уфа - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Уфа - 1 шт | XL: Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Ижевск - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт,25,data\product_images\3ab44aed623d.png,5,5,0,2,3,0,2,2,4,2
Одежда,G1390009-DBLRD,Юбка детская Bidi Badu New York 2024 - Blue/Red,Bidi Badu,2196 ₽,https://saletennis.com/catalog/product/iubka-dietskaia-bidi-badu-new-york-2024-blue-red-16437/,164: Основной склад Екатеринбург - 1 шт,1,data\product_images\35efa068f3a3.png,0,0,1,0,0,0,0,0,0,0
Одежда,ND276-3612,Платье женское 7/6 Nika Dress - Lavander Haze,7/6,2490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-lavander-haze-17925/,XXS: Основной склад Екатеринбург - 3 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 6 шт | S: Основной склад Екатеринбург - 6 шт | M: Основной склад Екатеринбург - 5 шт | L: Основной склад Екатеринбург - 1 шт,23,data\product_images\ad3b2c2288d6.png,0,2,21,0,0,0,0,0,0,0
Одежда,DX1427-100,Платье женское Nike Court Dri-Fit Advantage - White/Black,Nike,9743 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-nike-court-dri-fit-advantage-white-black-16781/,M: Парина - 1 шт,1,data\product_images\c4da6d9794cd.png,0,0,0,0,1,0,0,0,0,0
Одежда,HQ2994-006,Футболка женская Court Advantage Pro T-Shirt - Steam/White,Не определен,7990 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-court-advantage-pro-t-shirt-steam-white-19221/,S: Парина - 1 шт,1,data\product_images\bdc74c20f829.png,0,0,0,0,1,0,0,0,0,0
Одежда,KT76-0116,Топ женский 7/6 Kris Top - Green Blossom,7/6,2495 ₽,https://saletennis.com/catalog/product/top-zhienskii-7-6-kris-top-green-blossom-17928/,XXS: Основной склад Екатеринбург - 2 шт | XS: Основной склад Екатеринбург - 3 шт | S: Основной склад Екатеринбург - 2 шт | M: Основной склад Екатеринбург - 1 шт | XL: Санкт-Петербург (Спортивная) - 2 шт,10,data\product_images\2cb468fc9f01.png,0,2,8,0,0,0,0,0,0,0
Одежда,MD276-4718,Платье женское 7/6 Mari Dress 2.0 - Hydro,7/6,6990 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-mari-dress-2-0-hydro-19282/,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Парина - 1 шт | S: Основной склад Екатеринбург - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | Уфа - 1 шт | Елизаветенское шоссе - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | M: Елизаветенское шоссе - 1 шт | Парина - 1 шт | Тюмень (Народная) - 2 шт | Бисертская - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Основной склад Екатеринбург - 1 шт | Ижевск - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,30,data\product_images\4871a8d08bd7.png,3,6,3,3,3,2,3,5,1,1
Одежда,SH7060-010,Шорты мужские 7/6 Miran Shorts 7 - Black,7/6,3992 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-black-17124/,S: Соболева - 1 шт | Тюмень (Народная) - 2 шт | Бисертская - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Ижевск - 1 шт | Соболева - 1 шт | Бисертская - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | L: Основной склад Екатеринбург - 3 шт | Ижевск - 2 шт | Парина - 2 шт | Бисертская - 1 шт | Уфа - 1 шт | Соболева - 3 шт | Елизаветенское шоссе - 2 шт | XL: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт,28,data\product_images\ca8c316d697d.png,0,2,3,5,4,3,3,2,2,4
Одежда,MD76-010,Платье женское 7/6 Mari Dress - Black,7/6,2490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-mari-dress-black-17103/,XXS: Соболева - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Соболева - 1 шт,4,data\product_images\3f8cbcd62b0d.png,0,1,0,2,1,0,0,0,0,0
Одежда,WT76-0116,Футболка женская 7/6 Alice T-shirt - Light Green,7/6,1995 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-7-6-alice-t-shirt-light-green-17934/,XXS: Основной склад Екатеринбург - 3 шт | Санкт-Петербург (Спортивная) - 2 шт | XS: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | S: Основной склад Екатеринбург - 3 шт | M: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт | L: Ижевск - 1 шт,15,data\product_images\5e5351683bd3.png,0,4,8,0,0,0,0,2,0,1
Одежда,NT76-4104,Майка женская Nata Sleeveless T-shirt - Antarctica,Не определен,4990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nata-sleeveless-t-shirt-antarctica-18586/,XS: Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 1 шт | Елизаветенское шоссе - 1 шт | Соболева - 1 шт | S: Соболева - 1 шт | M: Соболева - 1 шт | Елизаветенское шоссе - 2 шт | Бисертская - 1 шт | Тюмень (Народная) - 1 шт | Уфа - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,13,data\product_images\6dcfb622eae0.png,0,2,0,3,0,1,3,2,2,0
Одежда,IB1071-253,Шорты мужские Nike Court Advantage 6in - Desert Khaki/Black,Nike,8490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-advantage-6in-desert-khaki-black-19201/,S: Парина - 1 шт,1,data\product_images\5555db4d991c.jpg,0,0,0,0,1,0,0,0,0,0
Одежда,FZ6937-619,"Шорты мужские Nike Court Slam 6"" - Dark Team Red/White",Nike,7343 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-slam-6-dark-team-red-white-17789/,XL: Санкт-Петербург (Спортивная) - 1 шт,1,data\product_images\f24b26b6e3fe.png,0,1,0,0,0,0,0,0,0,0
Одежда,SH9760-1215,Шорты мужские 7/6 Miran Shorts 9 - Shaved Chocolate,7/6,4990 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-9-shaved-chocolate-19386/,S: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Парина - 1 шт | Ижевск - 1 шт | M: Бисертская - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Ижевск - 2 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт | Соболева - 2 шт | Елизаветенское шоссе - 2 шт | Парина - 2 шт | L: Основной склад Екатеринбург - 1 шт | Уфа - 1 шт | Ижевск - 2 шт | Бисертская - 1 шт | Тюмень (Народная) - 1 шт | Елизаветенское шоссе - 2 шт | Соболева - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 2 шт | XL: Уфа - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 2 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XXL: Ижевск - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Елизаветенское шоссе - 1 шт,48,data\product_images\440ed0b70715.png,3,5,6,5,6,2,7,5,2,7
Одежда,ND276-1304,Платье женское 7/6 Nika Dress 2.0 - Pearl,7/6,5490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-2-0-pearl-19390/,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 2 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Соболева - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 2 шт | Парина - 1 шт | Соболева - 1 шт | M: Ижевск - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 2 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,29,data\product_images\ce347c958446.png,3,7,1,2,4,0,1,6,2,3
Одежда,IF1199-133,Майка мужская Nike Court Slam Tennis Tank - Sail/Mean Green/Black,Nike,12392 ₽,https://saletennis.com/catalog/product/maika-muzhskaia-nike-court-slam-tennis-tank-sail-mean-green-black-19029/,M: Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | Ижевск - 1 шт,5,data\product_images\2fb5d65cb3b4.jpg,0,2,0,0,0,1,0,0,0,2
Одежда,HJ8990-010,Шорты женские Nike Court Heritage Mid-Rise Fleece - Black,Nike,8490 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-nike-court-heritage-mid-rise-fleece-black-18482/,XS: Санкт-Петербург (Спортивная) - 1 шт | S: Парина - 1 шт | Тюмень (Народная) - 1 шт,3,data\product_images\4cf28d760792.png,0,1,0,0,1,0,0,1,0,0
Одежда,62GBC500-05,"Шорты мужские Mizuno Daybreakers 8"" - Odyssey Gray",Mizuno,3843 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-mizuno-daybreakers-8-odyssey-gray-18421/,S: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 2 шт | Тюмень (Народная) - 1 шт | XXL: Основной склад Екатеринбург - 1 шт,6,data\product_images\ddcd09d65606.png,0,1,4,0,0,0,0,1,0,0
Одежда,II3606-100,Майка женская Nike Court Advantage - White/Black,Nike,7990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nike-court-advantage-white-black-19258/,XS: Санкт-Петербург (Спортивная) - 1 шт | S: Парина - 2 шт | Соболева - 1 шт | Тюмень (Народная) - 1 шт | Ижевск - 1 шт | M: Соболева - 1 шт,7,data\product_images\2267ab494133.png,0,1,0,2,2,0,0,1,0,1
Одежда,FZ6726-527,Юбка женская Nike Advantage Ace - Dusty Amethyst,Nike,7592 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-nike-advantage-ace-dusty-amethyst-17724/,XS: Парина - 1 шт,1,data\product_images\3811053d7dfb.png,0,0,0,0,1,0,0,0,0,0
Одежда,LS276-010,Лонгслив мужской 7/6 Tony Longsleeve 2.0 - Black,7/6,5990 ₽,https://saletennis.com/catalog/product/longhsliv-muzhskoi-7-6-tony-longsleeve-2-0-black-18810/,S: Санкт-Петербург (Спортивная) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Бисертская - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Елизаветенское шоссе - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт,11,data\product_images\8a4a367dad1d.png,0,5,1,2,0,1,2,0,0,0
Одежда,W2580028,Майка женская Bidi Badu Spike - Navy/Pink,Bidi Badu,1990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-spike-navy-pink-16367/,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,5,data\product_images\c6d8d64664c8.png,0,2,3,0,0,0,0,0,0,0
Одежда,IB1037-360,Шорты мужские Nike Court Slam 6in - Light Liquid Lime/Mean Green/Black,Nike,11990 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-slam-6in-light-liquid-lime-mean-green-black-18835/,L: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | Ижевск - 1 шт,4,data\product_images\ca86dfaee3a1.jpg,0,1,0,0,1,0,0,1,0,1
Одежда,ET76-4313,Футболка для девочек 7/6 Eva T-shirt 2.0 - Light Blue,7/6,2093 ₽,https://saletennis.com/catalog/product/futbolka-dlia-dievochiek-7-6-eva-t-shirt-2-0-light-blue-17911/,XS: Основной склад Екатеринбург - 1 шт | Уфа - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | L: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Основной склад Екатеринбург - 2 шт | Ижевск - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 1 шт,12,data\product_images\b3dedc1bb655.png,0,2,4,0,0,0,0,2,3,1
Одежда,DR10217917460013,Майка женская Diadora Core Tank - Navy/White/Blue Sky,Не определен,2990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-diadora-core-tank-navy-white-blue-sky-14936/,XS: Основной склад Екатеринбург - 2 шт | S: Основной склад Екатеринбург - 2 шт,4,data\product_images\d11ed263b59b.png,0,0,4,0,0,0,0,0,0,0
Одежда,IB0201-133,Футболка мужская Nike Court Slam T-Shirt - Sail/Dark Hazel,Nike,9192 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-slam-t-shirt-sail-dark-hazel-19030/,M: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Уфа - 1 шт,3,data\product_images\43e2182a1f57.jpg,0,1,0,0,0,0,0,0,2,0
Одежда,MJJ76-4405,Кофта мужская 7/6 Jackie Jacket Men - Dark Grey,7/6,4995 ₽,https://saletennis.com/catalog/product/kofta-muzhskaia-7-6-jackie-jacket-men-dark-grey-17865/,S: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XXL: Парина - 1 шт | Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт,11,data\product_images\4b1f44bd07d9.png,0,3,5,0,1,0,0,2,0,0
Одежда,HM6759-100,Толстовка мужская Nike Heritage Hoodie - White/Black,Nike,10990 ₽,https://saletennis.com/catalog/product/tolstovka-muzhskaia-nike-heritage-hoodie-white-black-19219/,XL: Санкт-Петербург (Спортивная) - 1 шт,1,data\product_images\8ba57baca37a.jpg,0,1,0,0,0,0,0,0,0,0
Одежда,HM6759-010,Толстовка мужская Nike Heritage Hoodie - Black/Anthracite,Nike,8792 ₽,https://saletennis.com/catalog/product/tolstovka-muzhskaia-nike-heritage-hoodie-black-anthracite-18110/,M: Парина - 1 шт | Тюмень (Народная) - 1 шт | L: Уфа - 1 шт | XL: Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,5,data\product_images\dea3eac3b23e.jpg,0,1,0,0,2,0,0,1,1,0
Одежда,FZ6928-478,Брюки мужские Nike Heritage - Armory Navy,Nike,5943 ₽,https://saletennis.com/catalog/product/briuki-muzhskiie-nike-heritage-armory-navy-17708/,XL: Парина - 1 шт,1,data\product_images\33987f868eb3.png,0,0,0,0,1,0,0,0,0,0
Одежда,FZ6917-815,Шорты мужские Nike Court Victory 9in - Monarch,Nike,4490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-victory-9in-monarch-17695/,L: Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,3,data\product_images\d26189fc4174.png,0,2,0,0,0,0,0,0,1,0
Одежда,JP76-4109,Штаны мужские 7/6 Jackie Pants Men - Arona,7/6,5990 ₽,https://saletennis.com/catalog/product/shtany-muzhskiie-7-6-jackie-pants-men-arona-18628/,S: Санкт-Петербург (Спортивная) - 1 шт | M: Тюмень (Народная) - 1 шт | L: Тюмень (Народная) - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Елизаветенское шоссе - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XXL: Парина - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,11,data\product_images\9f05ecef74a3.png,0,4,0,0,1,0,2,3,0,1
Одежда,II3233-307,Юбка женская Nike Court Slam Tennis Skirt - Mean Green,Nike,8618 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-nike-court-slam-tennis-skirt-mean-green-18856/,XS: Уфа - 1 шт | S: Уфа - 1 шт | Тюмень (Народная) - 1 шт,3,data\product_images\fa475d6fc196.png,0,0,0,0,0,0,0,1,2,0
Одежда,FD5664-100,Шорты женские Nike Advantage Ball Short - White,Nike,4674 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-nike-advantage-ball-short-white-16899/,XS: Санкт-Петербург (Спортивная) - 1 шт,1,data\product_images\0495997f5e8c.png,0,1,0,0,0,0,0,0,0,0
Одежда,WJT76-NVBL,Ветровка женская 7/6 Woman Training Jacket - Navy/Blue,7/6,2990 ₽,https://saletennis.com/catalog/product/vietrovka-zhienskaia-7-6-woman-training-jacket-navy-blue-15241/,S: Ижевск - 1 шт | Основной склад Екатеринбург - 2 шт,3,data\product_images\1b1aa8843dbc.png,0,0,2,0,0,0,0,0,0,1
Одежда,WJJ76-4104,Кофта женская 7/6 Jackie Jacket Women - Antarctica,7/6,10990 ₽,https://saletennis.com/catalog/product/kofta-zhienskaia-7-6-jackie-jacket-women-antarctica-18634/,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Елизаветенское шоссе - 1 шт | L: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,9,data\product_images\34e530745a37.png,0,5,0,0,0,0,4,0,0,0
Одежда,MJJ76-4718,Кофта мужская 7/6 Jackie Jacket Men - Hydro,7/6,10990 ₽,https://saletennis.com/catalog/product/kofta-muzhskaia-7-6-jackie-jacket-men-hydro-19376/,S: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | M: Тюмень (Народная) - 1 шт | Уфа - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | XL: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Елизаветенское шоссе - 1 шт,28,data\product_images\6c724bbacf6e.png,4,5,0,4,3,0,5,2,4,1
Одежда,62GBA21564,Шорты женские Mizuno Flex Short - Lilac Chiffon,Mizuno,2790 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-mizuno-flex-short-lilac-chiffon-16335/,S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 1 шт,2,data\product_images\944ffb4aa9cd.png,0,0,2,0,0,0,0,0,0,0
Одежда,AT276-1304,Топ женский под платье 7/6 Ana Top 2.0 - Pearl,7/6,2990 ₽,https://saletennis.com/catalog/product/top-zhienskii-pod-plat-ie-7-6-ana-top-2-0-pearl-19391/,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | S: Ижевск - 1 шт | Парина - 2 шт | Елизаветенское шоссе - 1 шт | Бисертская - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 1 шт | Соболева - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Ижевск - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 4 шт | L: Санкт-Петербург (Спортивная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,33,data\product_images\a29a8abe3124.png,5,7,1,3,4,1,2,7,0,3
Одежда,W2300008,Платье женское Bidi Badu Spike - Navy/Pink,Bidi Badu,3490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-bidi-badu-spike-navy-pink-16364/,XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | M: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт,10,data\product_images\f801382d6e75.png,0,3,7,0,0,0,0,0,0,0
Одежда,KSK76-1632,Юбка детская 7/6 Kristy Skirt - Shell Pink,7/6,3990 ₽,https://saletennis.com/catalog/product/iubka-dietskaia-7-6-kristy-skirt-shell-pink-19412/,XS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Соболева - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Парина - 1 шт | Основной склад Екатеринбург - 1 шт | M: Тюмень (Народная) - 2 шт | Соболева - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 1 шт | Уфа - 1 шт | L: Тюмень (Народная) - 2 шт | Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Парина - 1 шт | Ижевск - 1 шт | Уфа - 1 шт | XL: Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Основной склад Екатеринбург - 1 шт | Уфа - 1 шт,33,data\product_images\888f3c4a53e5.png,5,5,5,4,4,0,0,6,3,1
Одежда,VT76-4201,Футболка мужская 7/6 Victory Cotton T-shirt - Grey,7/6,1995 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-7-6-victory-cotton-t-shirt-grey-17879/,S: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 4 шт | M: Основной склад Екатеринбург - 3 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XXL: Основной склад Екатеринбург - 1 шт,11,data\product_images\e2daec29fca2.png,0,1,8,0,0,0,0,2,0,0
Одежда,62GBC500-74,"Шорты мужские Mizuno Daybreakers 8"" - White/Citrus",Mizuno,3843 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-mizuno-daybreakers-8-white-citrus-18422/,M: Основной склад Екатеринбург - 2 шт | L: Основной склад Екатеринбург - 4 шт | XL: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,8,data\product_images\2f4a43666079.png,0,1,6,0,0,0,0,1,0,0
