Дата,Артикул,Название,Категория,Тип изменения,Старое значение,Новое значение,Разница
2026-09-25 15:18:21,WR178911,Теннисная ракетка Wilson Ultra 100L V5.0,Ракетки для тенниса,Новый товар,0,10,10
2026-09-25 15:18:21,WR204311,Теннисная ракетка Wilson Ultra 100L V5.0 Roland Garros 2026,Ракетки для тенниса,Новый товар,0,6,6
2026-09-25 15:18:21,WR179010,Теннисная ракетка Wilson Ultra 100UL V5.0,Ракетки для тенниса,Новый товар,0,13,13
2026-09-25 15:18:21,WR179210,Теннисная ракетка Wilson Ultra 25 V5.0,Ракетки для тенниса,Новый товар,0,6,6
2026-09-25 15:18:21,WR179310,Теннисная ракетка Wilson Ultra 26 V5.0,Ракетки для тенниса,Новый товар,0,6,6
2026-09-25 15:18:21,WR178711,Теннисная ракетка Wilson Ultra 99 Pro V5.0,Ракетки для тенниса,Изменение количества,4,6,2
2026-09-25 15:18:21,WR146810,Теннисная ракетка Wilson Ultra POWER 100,Ракетки для тенниса,Новый товар,0,4,4
2026-09-25 15:18:21,WR198310,Теннисная ракетка Wilson US OPEN GS 105,Ракетки для тенниса,Новый товар,0,3,3
2026-09-25 15:18:21,571071,Теннисные мячи Head 3B Pro Blue,Мячи для тенниса,Изменение количества,11,10,-1
2026-09-25 15:18:21,TB-005,Теннисные мячи 7/6 3B Green,Мячи для тенниса,Изменение количества,102,101,-1
2026-09-25 15:18:21,TB-001,Теннисные мячи 7/6 3B Pro,Мячи для тенниса,Изменение количества,2514,2501,-13
2026-09-25 15:18:21,TB-005,Теннисные мячи 7/6 Green 3 X 24,Мячи для тенниса,Изменение количества,17,16,-1
2026-09-25 15:18:21,TB76-006,Теннисные мячи 7/6 Pro 3 X 24,Мячи для тенниса,Изменение количества,12,11,-1
2026-09-25 15:18:21,570823,Теннисные мячи Head 3B Tour XT,Мячи для тенниса,Изменение количества,125,123,-2
2026-09-25 15:18:21,578413,Теннисные мячи Head Green 3 ball,Мячи для тенниса,Изменение количества,97,96,-1
2026-09-25 15:18:21,578433,Теннисные мячи Head Red 3 ball,Мячи для тенниса,Изменение количества,139,138,-1
2026-09-25 15:18:21,578423,Теннисные мячи Head Stage 2 Orange 3 ball,Мячи для тенниса,Изменение количества,24,23,-1
2026-09-25 15:18:21,340982,Теннисные мячи Slazenger Wimbledon 2026 4B,Мячи для тенниса,Изменение количества,159,158,-1
2026-09-25 15:18:21,WR8218402001,Теннисные мячи Wilson 3B Championship Legacy Yellow,Мячи для тенниса,Изменение количества,71,69,-2
2026-09-25 15:18:21,200,Брелок ракетка с мячиком mix,Аксессуары,Изменение количества,51,50,-1
2026-09-25 15:18:21,WRZ7426-WH,Маркер Wilson Stencil White,Аксессуары,Изменение количества,9,8,-1
2026-09-25 15:18:21,76WBL-WH,Напульсники 7/6 Wristband Long - White,Аксессуары,Изменение количества,81,79,-2
2026-09-25 15:18:21,4C31-522,Носки 7/6 Socks Black,Аксессуары,Изменение количества,222,221,-1
2026-09-25 15:18:21,816955-WH,Носки Head Kids 3P All sports Sneaker,Аксессуары,Новый товар,0,36,36
2026-09-25 15:18:21,811904-BKW,Носки Head Performance - Black/White (3 пары),Аксессуары,Изменение количества,13,12,-1
2026-09-25 15:18:21,SK0118-100,Носки Nike Court Multiplier Cushioned - White,Аксессуары,Изменение количества,29,28,-1
2026-09-25 15:18:21,285104-RD,Овергрип Head Xtremsoft red,Аксессуары,Изменение количества,126,125,-1
